Geo_code,Geo_name,Indicator_wall_insulation,Indicator_wall_insulation_deciles,Indicator_roof_insulation,Indicator_roof_insulation_deciles,Indicator_floor_insulation,Indicator_floor_insulation_deciles,Indicator_property_type,Indicator_property_type_deciles,Indicator_property_age,Indicator_property_age_deciles,Indicator_age_population,Indicator_age_population_deciles,Indicator_health_conditions,Indicator_health_conditions_deciles,Indicator_fuel_poverty,Indicator_fuel_poverty_deciles,Country,Country_denominator,Geo_type,Combined,Combined_deciles,Insulation_supply,Insulation_supply_deciles
E14001063,Aldershot,216,4,338,7,152,3,142,3,84,2,167,4,159,3,24,1,England,543,Westminster Constituency,48,1,345,4
E14001064,Aldridge-Brownhills,262,5,309,6,499,10,341,7,180,4,419,8,421,8,393,8,England,543,Westminster Constituency,405,8,151,8
E14001065,Altrincham and Sale West,374,7,418,8,363,7,206,4,361,7,277,6,239,5,128,3,England,543,Westminster Constituency,203,4,130,8
E14001066,Amber Valley,339,7,254,5,465,9,508,10,383,8,388,8,467,9,453,9,England,543,Westminster Constituency,482,9,342,4
E14001067,Arundel and South Downs,288,6,259,5,359,7,389,8,268,5,528,10,279,6,212,4,England,543,Westminster Constituency,394,8,251,6
E14001068,Ashfield,206,4,281,6,472,9,487,9,334,7,321,6,387,8,444,9,England,543,Westminster Constituency,417,8,338,4
E14001069,Ashford,47,1,28,1,118,3,282,6,14,1,188,4,144,3,98,2,England,543,Westminster Constituency,23,1,519,1
E14001070,Ashton-under-Lyne,232,5,464,9,467,9,272,5,432,8,164,3,339,7,381,7,England,543,Westminster Constituency,346,7,187,7
E14001071,Aylesbury,23,1,92,2,142,3,248,5,17,1,141,3,168,4,46,1,England,543,Westminster Constituency,12,1,293,5
E14001072,Banbury,91,2,140,3,131,3,316,6,112,3,286,6,193,4,139,3,England,543,Westminster Constituency,71,2,444,2
E14001073,Barking,450,9,427,8,78,2,83,2,299,6,10,1,34,1,339,7,England,543,Westminster Constituency,125,3,138,8
E14001074,Barnsley North,114,3,322,6,331,7,474,9,278,6,267,5,478,9,464,9,England,543,Westminster Constituency,409,8,254,6
E14001075,Barnsley South,264,5,398,8,428,8,504,10,436,9,253,5,507,10,492,10,England,543,Westminster Constituency,510,10,297,5
E14001076,Barrow and Furness,444,9,527,10,539,10,439,9,509,10,423,8,488,9,434,8,England,543,Westminster Constituency,540,10,508,1
E14001077,Basildon and Billericay,118,3,450,9,375,7,238,5,34,1,175,4,201,4,39,1,England,543,Westminster Constituency,96,2,253,6
E14001078,Basingstoke,12,1,26,1,137,3,184,4,8,1,144,3,136,3,8,1,England,543,Westminster Constituency,4,1,468,2
E14001079,Bassetlaw,98,2,152,3,400,8,479,9,190,4,368,7,408,8,419,8,England,543,Westminster Constituency,351,7,388,3
E14001080,Bath,467,9,235,5,97,2,103,2,517,10,194,4,116,3,384,8,England,543,Westminster Constituency,252,5,461,2
E14001081,Battersea,478,9,360,7,12,1,13,1,465,9,21,1,2,1,20,1,England,543,Westminster Constituency,94,2,32,10
E14001082,Beaconsfield,321,6,303,6,305,6,201,4,198,4,379,7,174,4,27,1,England,543,Westminster Constituency,126,3,71,9
E14001083,Beckenham and Penge,500,10,417,8,49,1,43,1,451,9,151,3,63,2,111,3,England,543,Westminster Constituency,156,3,45,10
E14001084,Bedford,312,6,161,3,199,4,124,3,258,5,157,3,223,5,216,4,England,543,Westminster Constituency,86,2,395,3
E14001085,Bermondsey and Old Southwark,217,4,39,1,4,1,6,1,16,1,7,1,18,1,9,1,England,543,Westminster Constituency,2,1,18,10
E14001086,Bethnal Green and Stepney,388,8,221,5,3,1,4,1,158,3,4,1,13,1,136,3,England,543,Westminster Constituency,21,1,84,9
E14001087,Beverley and Holderness,153,3,194,4,493,10,498,10,113,3,508,10,436,9,391,8,England,543,Westminster Constituency,466,9,469,2
E14001088,Bexhill and Battle,343,7,242,5,268,5,186,4,355,7,539,10,509,10,306,6,England,543,Westminster Constituency,498,10,449,2
E14001089,Bexleyheath and Crayford,483,9,397,8,358,7,154,3,396,8,189,4,130,3,97,2,England,543,Westminster Constituency,192,4,70,9
E14001090,Bicester and Woodstock,36,1,58,2,195,4,451,9,35,1,256,5,178,4,29,1,England,543,Westminster Constituency,64,2,423,3
E14001091,Birkenhead,463,9,367,7,344,7,182,4,471,9,250,5,466,9,476,9,England,543,Westminster Constituency,452,9,175,7
E14001092,Birmingham Edgbaston,464,9,473,9,207,4,109,2,421,8,125,3,104,2,522,10,England,543,Westminster Constituency,396,8,174,7
E14001093,Birmingham Erdington,480,9,436,9,407,8,188,4,407,8,105,2,218,4,526,10,England,543,Westminster Constituency,442,9,152,8
E14001094,Birmingham Hall Green and Moseley,533,10,542,10,439,9,178,4,531,10,62,2,102,2,542,10,England,543,Westminster Constituency,532,10,186,7
E14001095,Birmingham Hodge Hill and Solihull North,449,9,476,9,492,10,262,5,372,7,70,2,182,4,535,10,England,543,Westminster Constituency,467,9,156,8
E14001096,Birmingham Ladywood,179,4,225,5,22,1,32,1,38,1,3,1,24,1,541,10,England,543,Westminster Constituency,216,4,219,6
E14001097,Birmingham Northfield,360,7,283,6,281,6,209,4,203,4,181,4,293,6,489,9,England,543,Westminster Constituency,266,5,188,7
E14001098,Birmingham Perry Barr,524,10,540,10,506,10,234,5,526,10,45,1,68,2,543,10,England,543,Westminster Constituency,534,10,190,7
E14001099,Birmingham Selly Oak,505,10,494,10,450,9,218,4,481,9,100,2,194,4,534,10,England,543,Westminster Constituency,502,10,168,7
E14001100,Birmingham Yardley,538,10,537,10,514,10,236,5,513,10,68,2,173,4,538,10,England,543,Westminster Constituency,533,10,144,8
E14001101,Bishop Auckland,344,7,378,7,527,10,531,10,468,9,456,9,541,10,316,6,England,543,Westminster Constituency,541,10,349,4
E14001102,Blackburn,319,6,534,10,510,10,366,7,464,9,89,2,301,6,479,9,England,543,Westminster Constituency,476,9,176,7
E14001103,Blackley and Middleton South,276,6,468,9,389,8,211,4,397,8,94,2,289,6,438,9,England,543,Westminster Constituency,308,6,180,7
E14001104,Blackpool North and Fleetwood,291,6,404,8,522,10,287,6,371,7,495,10,542,10,348,7,England,543,Westminster Constituency,529,10,359,4
E14001105,Blackpool South,419,8,531,10,361,7,137,3,529,10,261,5,530,10,521,10,England,543,Westminster Constituency,536,10,344,4
E14001106,Blaydon and Consett,230,5,274,6,477,9,533,10,388,8,377,7,494,10,161,3,England,543,Westminster Constituency,458,9,295,5
E14001107,Blyth and Ashington,40,1,197,4,385,8,360,7,339,7,352,7,536,10,193,4,England,543,Westminster Constituency,408,8,333,4
E14001108,Bognor Regis and Littlehampton,241,5,297,6,184,4,145,3,214,4,510,10,443,9,148,3,England,543,Westminster Constituency,320,6,427,3
E14001109,Bolsover,196,4,169,4,434,8,532,10,326,6,338,7,434,8,469,9,England,543,Westminster Constituency,455,9,289,5
E14001110,Bolton North East,204,4,445,9,480,9,254,5,390,8,239,5,288,6,405,8,England,543,Westminster Constituency,330,7,100,9
E14001111,Bolton South and Walkden,78,2,409,8,471,9,284,6,389,8,86,2,267,5,448,9,England,543,Westminster Constituency,298,6,135,8
E14001112,Bolton West,201,4,361,7,488,9,421,8,291,6,308,6,254,5,243,5,England,543,Westminster Constituency,280,6,3,10
E14001113,Bootle,431,8,410,8,379,7,196,4,477,9,210,4,483,9,435,8,England,543,Westminster Constituency,444,9,161,8
E14001114,Boston and Skegness,121,3,99,2,341,7,387,8,219,4,455,9,518,10,460,9,England,543,Westminster Constituency,453,9,503,1
E14001115,Bournemouth East,315,6,210,4,58,2,50,1,379,7,240,5,271,5,347,7,England,543,Westminster Constituency,141,3,425,3
E14001116,Bournemouth West,307,6,158,3,52,1,52,1,327,6,218,4,282,6,341,7,England,543,Westminster Constituency,120,3,430,3
E14001117,Bracknell,16,1,69,2,210,4,167,4,9,1,123,3,103,2,1,1,England,543,Westminster Constituency,5,1,263,6
E14001118,Bradford East,454,9,539,10,496,10,382,8,499,10,42,1,206,4,532,10,England,543,Westminster Constituency,524,10,246,6
E14001119,Bradford South,394,8,514,10,519,10,452,9,408,8,114,3,303,6,495,10,England,543,Westminster Constituency,484,9,173,7
E14001120,Bradford West,470,9,541,10,234,5,151,3,508,10,38,1,176,4,537,10,England,543,Westminster Constituency,508,10,211,7
E14001121,Braintree,146,3,82,2,312,6,342,7,75,2,341,7,220,5,150,3,England,543,Westminster Constituency,101,2,358,4
E14001122,Brent East,510,10,478,9,35,1,27,1,503,10,57,2,39,1,299,6,England,543,Westminster Constituency,259,5,97,9
E14001123,Brent West,403,8,345,7,31,1,31,1,227,5,66,2,16,1,235,5,England,543,Westminster Constituency,63,2,123,8
E14001124,Brentford and Isleworth,395,8,381,7,37,1,41,1,201,4,61,2,44,1,121,3,England,543,Westminster Constituency,54,1,90,9
E14001125,Brentwood and Ongar,362,7,342,7,241,5,173,4,169,4,342,7,172,4,62,2,England,543,Westminster Constituency,116,3,21,10
E14001126,Bridgwater,70,2,21,1,177,4,325,6,107,2,405,8,412,8,293,6,England,543,Westminster Constituency,190,4,419,3
E14001127,Bridlington and The Wolds,273,5,299,6,332,7,358,7,274,6,531,10,543,10,472,9,England,543,Westminster Constituency,531,10,488,2
E14001128,Brigg and Immingham,112,3,46,1,404,8,539,10,99,2,469,9,392,8,355,7,England,543,Westminster Constituency,430,8,405,3
E14001129,Brighton Kemptown and Peacehaven,399,8,306,6,90,2,75,2,404,8,238,5,224,5,275,6,England,543,Westminster Constituency,150,3,412,3
E14001130,Brighton Pavilion,520,10,443,9,46,1,44,1,538,10,54,1,59,2,359,7,England,543,Westminster Constituency,345,7,460,2
E14001131,Bristol Central,501,10,144,3,16,1,22,1,522,10,9,1,9,1,395,8,England,543,Westminster Constituency,213,4,437,2
E14001132,Bristol East,460,9,240,5,163,3,112,3,480,9,72,2,202,4,375,7,England,543,Westminster Constituency,212,4,466,2
E14001133,Bristol North East,407,8,190,4,203,4,172,4,320,6,137,3,208,4,323,6,England,543,Westminster Constituency,129,3,456,2
E14001134,Bristol North West,435,8,286,6,260,5,162,3,418,8,173,4,233,5,240,5,England,543,Westminster Constituency,178,4,394,3
E14001135,Bristol South,401,8,220,5,144,3,129,3,414,8,99,2,280,6,331,7,England,543,Westminster Constituency,158,3,446,2
E14001136,Broadland and Fakenham,58,2,17,1,445,9,541,10,88,2,502,10,403,8,204,4,England,543,Westminster Constituency,441,9,375,4
E14001137,Bromley and Biggin Hill,476,9,472,9,162,3,110,2,419,8,234,5,84,2,55,1,England,543,Westminster Constituency,186,4,52,10
E14001138,Bromsgrove,279,6,275,6,397,8,403,8,148,3,413,8,316,6,361,7,England,543,Westminster Constituency,309,6,124,8
E14001139,Broxbourne,336,7,319,6,189,4,136,3,66,2,220,5,162,3,42,1,England,543,Westminster Constituency,66,2,51,10
E14001140,Broxtowe,412,8,266,5,498,10,369,7,323,6,371,7,312,6,345,7,England,543,Westminster Constituency,376,7,324,5
E14001141,Buckingham and Bletchley,20,1,163,3,109,2,340,7,21,1,206,4,169,4,64,2,England,543,Westminster Constituency,42,1,306,5
E14001142,Burnley,485,9,504,10,542,10,484,9,523,10,226,5,500,10,496,10,England,543,Westminster Constituency,543,10,80,9
E14001143,Burton and Uttoxeter,229,5,150,3,242,5,376,7,212,4,231,5,231,5,498,10,England,543,Westminster Constituency,257,5,374,4
E14001144,Bury North,327,6,510,10,511,10,319,6,431,8,284,6,313,6,322,6,England,543,Westminster Constituency,426,8,47,10
E14001145,Bury South,324,6,503,10,449,9,232,5,400,8,163,3,207,4,304,6,England,543,Westminster Constituency,297,6,142,8
E14001146,Bury St Edmunds and Stowmarket,41,1,19,1,156,3,370,7,29,1,422,8,425,8,95,2,England,543,Westminster Constituency,157,3,445,2
E14001147,Calder Valley,462,9,536,10,446,9,324,6,482,9,366,7,373,7,459,9,England,543,Westminster Constituency,512,10,1,10
E14001148,Camborne and Redruth,261,5,76,2,214,4,424,8,311,6,418,8,497,10,428,8,England,543,Westminster Constituency,413,8,511,1
E14001149,Cambridge,297,6,133,3,42,1,74,2,226,5,49,1,36,1,104,2,England,543,Westminster Constituency,13,1,462,2
E14001150,Cannock Chase,154,3,147,3,348,7,399,8,79,2,287,6,358,7,458,9,England,543,Westminster Constituency,267,5,195,7
E14001151,Canterbury,286,6,320,6,265,5,207,4,224,5,309,6,166,4,277,6,England,543,Westminster Constituency,140,3,518,1
E14001152,Carlisle,226,5,217,4,355,7,409,8,354,7,372,7,524,10,332,7,England,543,Westminster Constituency,437,9,527,1
E14001153,Carshalton and Wallington,451,9,393,8,122,3,89,2,345,7,118,3,114,3,96,2,England,543,Westminster Constituency,104,2,46,10
E14001154,Castle Point,405,8,499,10,538,10,422,8,128,3,473,9,327,6,110,2,England,543,Westminster Constituency,463,9,270,6
E14001155,Central Devon,211,4,121,3,302,6,488,9,259,5,497,10,383,8,408,8,England,543,Westminster Constituency,418,8,453,2
E14001156,Central Suffolk and North Ipswich,69,2,104,2,374,7,489,9,126,3,437,9,278,6,182,4,England,543,Westminster Constituency,236,5,411,3
E14001157,Chatham and Aylesford,306,6,431,8,462,9,302,6,211,4,156,3,153,3,196,4,England,543,Westminster Constituency,182,4,328,4
E14001158,Cheadle,274,6,419,8,505,10,331,7,357,7,402,8,317,6,126,3,England,543,Westminster Constituency,344,7,217,6
E14001159,Chelmsford,173,4,100,2,136,3,115,3,47,1,190,4,101,2,13,1,England,543,Westminster Constituency,11,1,308,5
E14001160,Chelsea and Fulham,539,10,490,10,20,1,18,1,542,10,73,2,31,1,144,3,England,543,Westminster Constituency,372,7,57,9
E14001161,Cheltenham,382,8,233,5,108,2,105,2,399,8,270,5,247,5,236,5,England,543,Westminster Constituency,143,3,495,1
E14001162,Chesham and Amersham,340,7,369,7,353,7,222,5,240,5,359,7,125,3,77,2,England,543,Westminster Constituency,148,3,171,7
E14001163,Chester North and Neston,281,6,160,3,258,5,166,4,279,6,364,7,320,6,251,5,England,543,Westminster Constituency,166,4,146,8
E14001164,Chester South and Eddisbury,163,3,128,3,212,4,530,10,243,5,458,9,322,6,255,5,England,543,Westminster Constituency,334,7,198,7
E14001165,Chesterfield,200,4,181,4,483,9,338,7,263,5,386,8,490,10,432,8,England,543,Westminster Constituency,433,8,431,3
E14001166,Chichester,108,2,134,3,141,3,267,5,77,2,500,10,399,8,125,3,England,543,Westminster Constituency,230,5,275,5
E14001167,Chingford and Woodford Green,506,10,521,10,198,4,93,2,437,9,171,4,78,2,76,2,England,543,Westminster Constituency,255,5,50,10
E14001168,Chippenham,24,1,15,1,206,4,347,7,31,1,290,6,242,5,127,3,England,543,Westminster Constituency,70,2,523,1
E14001169,Chipping Barnet,468,9,430,8,76,2,78,2,325,6,215,4,85,2,84,2,England,543,Westminster Constituency,124,3,42,10
E14001170,Chorley,75,2,135,3,209,4,423,8,181,4,318,6,464,9,194,4,England,543,Westminster Constituency,217,4,11,10
E14001171,Christchurch,42,1,40,1,366,7,220,5,72,2,543,10,535,10,163,3,England,543,Westminster Constituency,494,10,401,3
E14001172,Cities of London and Westminster,516,10,198,4,2,1,2,1,515,10,82,2,20,1,69,2,England,543,Westminster Constituency,144,3,44,10
E14001173,City of Durham,74,2,216,4,463,9,453,9,284,6,279,6,365,7,192,4,England,543,Westminster Constituency,249,5,256,6
E14001174,Clacton,267,5,348,7,399,8,269,5,225,5,537,10,538,10,396,8,England,543,Westminster Constituency,527,10,478,2
E14001175,Clapham and Brixton Hill,529,10,477,9,26,1,14,1,527,10,13,1,5,1,81,2,England,543,Westminster Constituency,260,5,26,10
E14001176,Colchester,50,1,65,2,92,2,158,3,53,1,110,2,140,3,113,3,England,543,Westminster Constituency,9,1,483,2
E14001177,Colne Valley,437,9,304,6,372,7,427,8,467,9,333,7,356,7,414,8,England,543,Westminster Constituency,423,8,55,9
E14001178,Congleton,54,1,122,3,145,3,486,9,116,3,451,9,386,8,157,3,England,543,Westminster Constituency,239,5,372,4
E14001179,Corby and East Northamptonshire,106,2,16,1,121,3,482,9,49,1,202,4,361,7,337,7,England,543,Westminster Constituency,153,3,484,2
E14001180,Coventry East,410,8,454,9,333,7,230,5,381,7,96,2,129,3,533,10,England,543,Westminster Constituency,411,8,260,6
E14001181,Coventry North West,487,9,466,9,395,8,240,5,452,9,177,4,113,3,504,10,England,543,Westminster Constituency,431,8,159,8
E14001182,Coventry South,456,9,413,8,192,4,171,4,417,8,77,2,98,2,528,10,England,543,Westminster Constituency,377,7,199,7
E14001183,Cramlington and Killingworth,5,1,73,2,221,5,411,8,87,2,373,7,527,10,49,1,England,543,Westminster Constituency,294,6,317,5
E14001184,Crawley,48,1,136,3,227,5,139,3,13,1,92,2,121,3,17,1,England,543,Westminster Constituency,8,1,442,2
E14001185,Crewe and Nantwich,265,5,145,3,236,5,397,8,235,5,258,5,342,7,310,6,England,543,Westminster Constituency,188,4,533,1
E14001186,Croydon East,497,10,506,10,235,5,99,2,428,8,134,3,91,2,178,4,England,543,Westminster Constituency,244,5,105,9
E14001187,Croydon South,452,9,380,7,83,2,86,2,370,7,236,5,76,2,57,2,England,543,Westminster Constituency,111,3,106,9
E14001188,Croydon West,473,9,423,8,36,1,35,1,469,9,25,1,40,1,342,7,England,543,Westminster Constituency,184,4,111,8
E14001189,Dagenham and Rainham,490,10,482,9,239,5,148,3,340,7,74,2,80,2,229,5,England,543,Westminster Constituency,193,4,103,9
E14001190,Darlington,367,7,401,8,392,8,306,6,378,7,319,6,484,9,232,5,England,543,Westminster Constituency,387,8,341,4
E14001191,Dartford,238,5,179,4,54,1,143,3,140,3,84,2,82,2,109,2,England,543,Westminster Constituency,18,1,126,8
E14001192,Daventry,49,1,29,1,222,5,517,10,71,2,360,7,196,4,329,7,England,543,Westminster Constituency,196,4,255,6
E14001193,Derby North,363,7,258,5,352,7,244,5,322,6,192,4,265,5,433,8,England,543,Westminster Constituency,247,5,354,4
E14001194,Derby South,397,8,391,8,448,9,241,5,406,8,95,2,221,5,508,10,England,543,Westminster Constituency,389,8,379,3
E14001195,Derbyshire Dales,364,7,201,4,276,6,459,9,335,7,488,9,401,8,440,9,England,543,Westminster Constituency,448,9,209,7
E14001196,Dewsbury and Batley,280,6,463,9,490,10,303,6,430,8,91,2,292,6,512,10,England,543,Westminster Constituency,440,9,172,7
E14001197,Didcot and Wantage,21,1,36,1,59,2,354,7,23,1,212,4,165,3,22,1,England,543,Westminster Constituency,29,1,481,2
E14001198,Doncaster Central,284,6,368,7,416,8,350,7,376,7,241,5,335,7,480,9,England,543,Westminster Constituency,380,7,326,4
E14001199,Doncaster East and the Isle of Axholme,63,2,115,3,455,9,538,10,131,3,387,8,389,8,398,8,England,543,Westminster Constituency,414,8,389,3
E14001200,Doncaster North,348,7,402,8,533,10,523,10,459,9,307,6,446,9,497,10,England,543,Westminster Constituency,526,10,271,5
E14001201,Dorking and Horley,263,5,244,5,200,4,221,5,230,5,396,8,180,4,63,2,England,543,Westminster Constituency,112,3,229,6
E14001202,Dover and Deal,377,7,374,7,272,5,226,5,438,9,438,9,340,7,335,7,England,543,Westminster Constituency,357,7,528,1
E14001203,Droitwich and Evesham,72,2,54,1,183,4,420,8,82,2,441,9,334,7,421,8,England,543,Westminster Constituency,262,5,252,6
E14001204,Dudley,225,5,325,6,441,9,289,6,277,6,223,5,311,6,511,10,England,543,Westminster Constituency,364,7,181,7
E14001205,Dulwich and West Norwood,528,10,508,10,38,1,28,1,524,10,37,1,19,1,170,4,England,543,Westminster Constituency,304,6,31,10
E14001206,Dunstable and Leighton Buzzard,45,1,168,4,100,2,216,4,37,1,178,4,179,4,45,1,England,543,Westminster Constituency,25,1,334,4
E14001207,Ealing Central and Acton,484,9,432,8,28,1,24,1,473,9,52,1,32,1,172,4,England,543,Westminster Constituency,147,3,93,9
E14001208,Ealing North,491,10,498,10,84,2,59,2,330,7,79,2,64,2,205,4,England,543,Westminster Constituency,165,3,115,8
E14001209,Ealing Southall,512,10,522,10,53,1,51,1,507,10,67,2,57,2,266,5,England,543,Westminster Constituency,312,6,78,9
E14001210,Earley and Woodley,34,1,68,2,132,3,277,6,20,1,119,3,67,2,11,1,England,543,Westminster Constituency,6,1,320,5
E14001211,Easington,27,1,352,7,529,10,535,10,356,7,328,7,533,10,262,5,England,543,Westminster Constituency,520,10,247,6
E14001212,East Grinstead and Uckfield,158,3,196,4,179,4,261,5,137,3,410,8,238,5,108,2,England,543,Westminster Constituency,109,2,302,5
E14001213,East Ham,541,10,543,10,175,4,76,2,539,10,15,1,10,1,509,10,England,543,Westminster Constituency,518,10,129,8
E14001214,East Hampshire,84,2,80,2,197,4,330,7,103,2,466,9,263,5,70,2,England,543,Westminster Constituency,136,3,233,6
E14001215,East Surrey,357,7,298,6,190,4,176,4,253,5,313,6,184,4,92,2,England,543,Westminster Constituency,108,2,117,8
E14001216,East Thanet,446,9,424,8,173,4,107,2,479,9,385,8,349,7,447,9,England,543,Westminster Constituency,407,8,535,1
E14001217,East Wiltshire,81,2,18,1,187,4,465,9,138,3,275,6,284,6,220,5,England,543,Westminster Constituency,122,3,525,1
E14001218,East Worthing and Shoreham,396,8,440,9,394,8,157,3,401,8,391,8,382,8,174,4,England,543,Westminster Constituency,332,7,438,2
E14001219,Eastbourne,373,7,137,3,102,2,77,2,313,6,463,9,363,7,250,5,England,543,Westminster Constituency,240,5,459,2
E14001220,Eastleigh,14,1,51,1,165,3,237,5,33,1,315,6,205,4,15,1,England,543,Westminster Constituency,45,1,261,6
E14001221,Edmonton and Winchmore Hill,527,10,526,10,182,4,81,2,463,9,108,2,50,1,319,6,England,543,Westminster Constituency,347,7,72,9
E14001222,Ellesmere Port and Bromborough,223,5,165,3,357,7,364,7,261,5,266,5,435,8,267,5,England,543,Westminster Constituency,238,5,157,8
E14001223,Eltham and Chislehurst,471,9,484,9,150,3,97,2,453,9,152,3,110,2,135,3,England,543,Westminster Constituency,198,4,83,9
E14001224,Ely and East Cambridgeshire,53,1,1,1,229,5,499,10,28,1,331,7,275,6,146,3,England,543,Westminster Constituency,131,3,428,3
E14001225,Enfield North,493,10,487,9,98,2,66,2,365,7,69,2,83,2,226,5,England,543,Westminster Constituency,179,4,98,9
E14001226,Epping Forest,433,8,481,9,287,6,150,3,216,4,257,5,128,3,68,2,England,543,Westminster Constituency,160,3,10,10
E14001227,Epsom and Ewell,439,9,331,7,133,3,116,3,264,5,272,5,99,2,53,1,England,543,Westminster Constituency,99,2,68,9
E14001228,Erewash,386,8,276,6,500,10,426,8,346,7,299,6,404,8,409,8,England,543,Westminster Constituency,424,8,336,4
E14001229,Erith and Thamesmead,416,8,446,9,74,2,67,2,208,4,35,1,69,2,198,4,England,543,Westminster Constituency,88,2,150,8
E14001230,Esher and Walton,424,8,359,7,188,4,144,3,244,5,213,4,70,2,47,1,England,543,Westminster Constituency,92,2,74,9
E14001231,Exeter,346,7,287,6,237,5,126,3,375,7,136,3,163,3,340,7,England,543,Westminster Constituency,138,3,499,1
E14001232,Exmouth and Exeter East,67,2,41,1,50,1,294,6,159,3,439,9,384,8,210,4,England,543,Westminster Constituency,159,3,497,1
E14001233,Fareham and Waterlooville,61,2,222,5,311,6,239,5,102,2,465,9,444,9,66,2,England,543,Westminster Constituency,233,5,274,5
E14001234,Farnham and Bordon,169,4,187,4,259,5,252,5,139,3,349,7,199,4,79,2,England,543,Westminster Constituency,89,2,367,4
E14001235,Faversham and Mid Kent,132,3,265,5,267,5,416,8,132,3,332,7,185,4,141,3,England,543,Westminster Constituency,123,3,422,3
E14001236,Feltham and Heston,447,9,426,8,113,3,72,2,232,5,56,2,42,1,171,4,England,543,Westminster Constituency,91,2,139,8
E14001237,Filton and Bradley Stoke,52,1,6,1,107,2,258,5,5,1,101,2,132,3,34,1,England,543,Westminster Constituency,7,1,450,2
E14001238,Finchley and Golders Green,522,10,493,10,39,1,33,1,502,10,145,3,30,1,180,4,England,543,Westminster Constituency,270,5,77,9
E14001239,Folkestone and Hythe,414,8,462,9,168,4,128,3,457,9,476,9,352,7,365,7,England,543,Westminster Constituency,422,8,485,2
E14001240,Forest of Dean,296,6,129,3,362,7,513,10,290,6,474,9,418,8,416,8,England,543,Westminster Constituency,451,9,305,5
E14001241,Frome and East Somerset,299,6,126,3,335,7,428,8,294,6,384,8,451,9,291,6,England,543,Westminster Constituency,325,6,429,3
E14001242,Fylde,257,5,301,6,154,3,208,4,298,6,520,10,525,10,274,6,England,543,Westminster Constituency,457,9,273,5
E14001243,Gainsborough,128,3,62,2,303,6,536,10,153,3,472,9,491,10,429,8,England,543,Westminster Constituency,470,9,392,3
E14001244,Gateshead Central and Whickham,326,6,336,7,164,3,91,2,405,8,259,5,445,9,159,3,England,543,Westminster Constituency,221,5,296,5
E14001245,Gedling,376,7,271,5,461,9,329,7,249,5,344,7,270,5,317,6,England,543,Westminster Constituency,284,6,382,3
E14001246,Gillingham and Rainham,442,9,519,10,491,10,276,6,429,8,235,5,126,3,296,6,England,543,Westminster Constituency,392,8,383,3
E14001247,Glastonbury and Somerton,152,3,23,1,285,6,466,9,196,4,499,10,426,8,372,7,England,543,Westminster Constituency,399,8,487,2
E14001248,Gloucester,178,4,111,3,128,3,197,4,118,3,161,3,203,4,259,5,England,543,Westminster Constituency,56,2,505,1
E14001249,Godalming and Ash,285,6,272,5,295,6,291,6,250,5,380,7,122,3,101,2,England,543,Westminster Constituency,130,3,272,5
E14001250,Goole and Pocklington,133,3,172,4,292,6,518,10,122,3,421,8,305,6,360,7,England,543,Westminster Constituency,317,6,385,3
E14001251,Gorton and Denton,434,8,500,10,513,10,283,6,510,10,78,2,295,6,510,10,England,543,Westminster Constituency,499,10,227,6
E14001252,Gosport,194,4,211,4,329,7,185,4,168,4,434,8,432,8,123,3,England,543,Westminster Constituency,229,5,268,6
E14001253,Grantham and Bourne,73,2,67,2,277,6,481,9,100,2,427,8,428,8,356,7,England,543,Westminster Constituency,315,6,493,1
E14001254,Gravesham,385,8,457,9,294,6,205,4,344,7,200,4,77,2,264,5,England,543,Westminster Constituency,181,4,228,6
E14001255,Great Grimsby and Cleethorpes,481,9,337,7,532,10,301,6,500,10,265,5,396,8,527,10,England,543,Westminster Constituency,523,10,463,2
E14001256,Great Yarmouth,303,6,327,6,396,8,309,6,374,7,453,9,454,9,383,8,England,543,Westminster Constituency,429,8,418,3
E14001257,Greenwich and Woolwich,322,6,162,3,11,1,21,1,293,6,14,1,38,1,93,2,England,543,Westminster Constituency,15,1,64,9
E14001258,Guildford,345,7,249,5,250,5,161,3,245,5,170,4,71,2,105,2,England,543,Westminster Constituency,72,2,230,6
E14001259,Hackney North and Stoke Newington,526,10,471,9,24,1,17,1,518,10,20,1,35,1,305,6,England,543,Westminster Constituency,289,6,33,10
E14001260,Hackney South and Shoreditch,427,8,205,4,6,1,7,1,276,6,12,1,45,1,116,3,England,543,Westminster Constituency,44,1,14,10
E14001261,Halesowen,355,7,364,7,470,9,286,6,296,6,305,6,367,7,488,9,England,543,Westminster Constituency,412,8,169,7
E14001262,Halifax,466,9,538,10,401,8,256,5,483,9,199,4,345,7,491,10,England,543,Westminster Constituency,497,10,147,8
E14001263,Hamble Valley,3,1,11,1,157,3,348,7,4,1,295,6,209,4,3,1,England,543,Westminster Constituency,46,1,281,5
E14001264,Hammersmith and Chiswick,530,10,456,9,19,1,16,1,540,10,64,2,26,1,154,3,England,543,Westminster Constituency,314,6,34,10
E14001265,Hampstead and Highgate,542,10,465,9,14,1,12,1,541,10,90,2,43,1,133,3,England,543,Westminster Constituency,363,7,39,10
E14001266,"Harborough, Oadby and Wigston",156,3,132,3,274,6,433,8,114,3,376,7,274,6,256,5,England,543,Westminster Constituency,175,4,323,5
E14001267,Harlow,251,5,231,5,204,4,165,3,68,2,155,3,181,4,72,2,England,543,Westminster Constituency,52,1,131,8
